smiles,mol_id,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
CCOP(=O)(OCC)OCC,TOX6228,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=P(OCC)(OCC)OCC,TOX6228,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O(CC)P(OCC)(OCC)=O,TOX6228,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOP(OCC)(=O)OCC,TOX6228,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,TOX6137,0.0,,0.0,,,0.0,0.0,0.0,,1.0,1.0,1.0
Clc1ccc(O)c(c1)Sc1c(ccc(Cl)c1)O,TOX6137,0.0,,0.0,,,0.0,0.0,0.0,,1.0,1.0,1.0
c1(Sc2cc(Cl)ccc2O)cc(Cl)ccc1O,TOX6137,0.0,,0.0,,,0.0,0.0,0.0,,1.0,1.0,1.0
c1(cc(ccc1O)Cl)Sc1cc(ccc1O)Cl,TOX6137,0.0,,0.0,,,0.0,0.0,0.0,,1.0,1.0,1.0
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,TOX2020,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(n1c(=O)c(c(C)[nH]c1=O)Br)CC,TOX2020,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1([nH]c(n(c(c1Br)=O)C(C)CC)=O)C,TOX2020,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=c1c(Br)c(C)[nH]c(=O)n1C(C)CC,TOX2020,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)OCCOCCOCCOC(C)=O,TOX6223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(OC(=O)C)COCCOCCOC(=O)C,TOX6223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(OCCOC(=O)C)COCCOC(=O)C,TOX6223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(OCCOCCOC(=O)C)COC(=O)C,TOX6223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,TOX9904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC(C(F)(F)C(C(C(F)(C(F)(C(F)(F)C(CCO)(F)F)F)F)(F)F)(F)F)(F)F,TOX9904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC(F)(C(F)(C(F)(C(F)(F)C(F)(F)C(C(F)(F)F)(F)F)F)F)C(F)(F)CCO,TOX9904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC(C(C(C(F)(C(C(F)(F)C(F)(C(F)(F)F)F)(F)F)F)(F)F)(F)F)(CCO)F,TOX9904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cn1cnc2c1c(=O)[nH]c(=O)n2C,TOX6132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[nH]1c(n(c2ncn(c2c1=O)C)C)=O,TOX6132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cn1cnc2c1c(=O)[nH]c(n2C)=O,TOX6132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1(=O)[nH]c(n(c2c1n(C)cn2)C)=O,TOX6132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)c1cccc(O)c1,TOX5037,0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,0.0,,0.0
CCN(CC)c1cccc(O)c1,TOX5037,0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,0.0,,0.0
c1(N(CC)CC)cccc(c1)O,TOX5037,0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,0.0,,0.0
c1c(N(CC)CC)cc(cc1)O,TOX5037,0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,0.0,,0.0
Nc1c2ccccc2nc2ccccc12,TOX4457,0.0,,1.0,1.0,1.0,,,,0.0,,1.0,1.0
c12c(cccc1)c(N)c1ccccc1n2,TOX4457,0.0,,1.0,1.0,1.0,,,,0.0,,1.0,1.0
c1c2c(nc3ccccc3c2N)ccc1,TOX4457,0.0,,1.0,1.0,1.0,,,,0.0,,1.0,1.0
c1cccc2c1c(c1c(cccc1)n2)N,TOX4457,0.0,,1.0,1.0,1.0,,,,0.0,,1.0,1.0
CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,TOX3701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
C(CC(C1CCCCC1)(c1ccccc1)O)[N+](CC)(CC)CC,TOX3701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CC[N+](CC)(CCC(C1CCCCC1)(c1ccccc1)O)CC,TOX3701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CC[N+](CC)(CC)CCC(c1ccccc1)(O)C1CCCCC1,TOX3701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CC(=O)C1C(=O)C=C(C)OC1=O,TOX14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C1C(C(C)=O)C(C=C(O1)C)=O,TOX14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1(OC(=CC(=O)C1C(=O)C)C)=O,TOX14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1(C)OC(C(C(C)=O)C(C=1)=O)=O,TOX14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNCCO,TOX728,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCCNN,TOX728,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCCNN,TOX728,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N(CCO)N,TOX728,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccc(NC(=O)CC(C)O)cc1,TOX721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1(ccc(OCC)cc1)NC(CC(C)O)=O,TOX721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(C)(CC(=O)Nc1ccc(OCC)cc1)O,TOX721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1(ccc(OCC)cc1)NC(=O)CC(C)O,TOX721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CC(=O)OCCN(C)C,TOX5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
C(OC(C=C)=O)CN(C)C,TOX5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CN(CCOC(C=C)=O)C,TOX5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
O(C(=O)C=C)CCN(C)C,TOX5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Nc1ccc2cc3ccccc3cc2c1,TOX4458,0.0,,1.0,,1.0,,,,1.0,,1.0,1.0
c1cccc2c1cc1c(c2)ccc(c1)N,TOX4458,0.0,,1.0,,1.0,,,,1.0,,1.0,1.0
c1c2c(ccc1)cc1ccc(N)cc1c2,TOX4458,0.0,,1.0,,1.0,,,,1.0,,1.0,1.0
c1(N)ccc2cc3c(cc2c1)cccc3,TOX4458,0.0,,1.0,,1.0,,,,1.0,,1.0,1.0
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,TOX25291,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,
C(C1C(N(N(C1=O)c1ccccc1)c1ccc(O)cc1)=O)CCC,TOX25291,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,
c1(N2C(C(CCCC)C(=O)N2c2ccc(O)cc2)=O)ccccc1,TOX25291,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,
c1c(ccc(N2C(C(C(N2c2ccccc2)=O)CCCC)=O)c1)O,TOX25291,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,
CCOCC(C)O,TOX4283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CCOCC(C)O,TOX4283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC(COCC)O,TOX4283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CCOCC(O)C,TOX4283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CN(C)CCCN,TOX5102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN(C)CCCN,TOX5102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CN)CN(C)C,TOX5102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCCCN(C)C,TOX5102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C1CCCc2ccccc21,TOX7175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1ccc2c(CCCC2=O)c1,TOX7175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cccc2c1CCCC2=O,TOX7175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1ccc2C(=O)CCCc2c1,TOX7175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC1CCCc2ccccc21,TOX7174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC1CCCc2c1cccc2,TOX7174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1(c2c(cccc2)CCC1)O,TOX7174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cc2CCCC(O)c2cc1,TOX7174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1ccc(N=NNc2ccccc2)cc1,TOX4934,0.0,0.0,1.0,,1.0,0.0,,1.0,0.0,0.0,,0.0
c1ccc(NN=Nc2ccccc2)cc1,TOX4934,0.0,0.0,1.0,,1.0,0.0,,1.0,0.0,0.0,,0.0
N(c1ccccc1)=NNc1ccccc1,TOX4934,0.0,0.0,1.0,,1.0,0.0,,1.0,0.0,0.0,,0.0
c1cccc(c1)NN=Nc1ccccc1,TOX4934,0.0,0.0,1.0,,1.0,0.0,,1.0,0.0,0.0,,0.0
O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1,TOX12600,0.0,,1.0,,0.0,0.0,,1.0,1.0,0.0,,
OC(C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1)=O,TOX12600,0.0,,1.0,,0.0,0.0,,1.0,1.0,0.0,,
C(C1(C(Nc2ccc(Cl)cc2Cl)=O)CC1)(O)=O,TOX12600,0.0,,1.0,,0.0,0.0,,1.0,1.0,0.0,,
c1(c(Cl)cc(Cl)cc1)NC(=O)C1(C(=O)O)CC1,TOX12600,0.0,,1.0,,0.0,0.0,,1.0,1.0,0.0,,
COC(C)OC,TOX7178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
COC(C)OC,TOX7178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
O(C(C)OC)C,TOX7178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC(OC)OC,TOX7178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CCOc1ccc(NC(N)=O)cc1,TOX580,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccc(NC(N)=O)cc1,TOX580,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(Nc1ccc(OCC)cc1)(N)=O,TOX580,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(Oc1ccc(NC(=O)N)cc1)C,TOX580,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccccc1C(N)=O,TOX581,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C(C)Oc1ccccc1C(N)=O,TOX581,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C(C)Oc1ccccc1C(N)=O,TOX581,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
c1cccc(c1C(=O)N)OCC,TOX581,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,TOX582,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0
c1c2c(C(=CC(N2)(C)C)C)cc(c1)OCC,TOX582,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0
c1cc2NC(C=C(C)c2cc1OCC)(C)C,TOX582,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0
c1(OCC)ccc2c(c1)C(=CC(C)(C)N2)C,TOX582,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0
CN1CCCC1=O,TOX856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1C(=O)N(CC1)C,TOX856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N1(C)CCCC1=O,TOX856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1(=O)CCCN1C,TOX856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,TOX855,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COP(=S)(OC)Oc1ccc(cc1)[N+]([O-])=O,TOX855,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COP(=S)(Oc1ccc([N+]([O-])=O)cc1)OC,TOX855,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O(P(=S)(OC)Oc1ccc([N+]([O-])=O)cc1)C,TOX855,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1cc(N)ccc1C,TOX4855,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
c1(cc(OC)c(C)cc1)N,TOX4855,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
c1c(c(cc(c1)N)OC)C,TOX4855,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Nc1cc(OC)c(C)cc1,TOX4855,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
CC(=O)c1ccccc1,TOX1828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(C)c1ccccc1,TOX1828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(c1ccccc1)C,TOX1828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cccc(c1)C(=O)C,TOX1828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],TOX1823,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
[N+](=O)([O-])c1cc([N+]([O-])=O)ccc1N,TOX1823,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
O=[N+]([O-])c1ccc(c([N+]([O-])=O)c1)N,TOX1823,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
c1([N+](=O)[O-])cc(ccc1N)[N+]([O-])=O,TOX1823,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
CCC(=O)CC,TOX1820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(CC)=O,TOX1820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(CC)CC,TOX1820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(=O)CC,TOX1820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,TOX3089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O(CC[N+](CC)(CC)CC)c1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,TOX3089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[N+](CC)(CC)(CCOc1c(OCC[N+](CC)(CC)CC)c(OCC[N+](CC)(CC)CC)ccc1)CC,TOX3089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[N+](CC)(CC)(CC)CCOc1c(OCC[N+](CC)(CC)CC)cccc1OCC[N+](CC)(CC)CC,TOX3089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,TOX3088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
O[C@H]1[C@H](OC(O)[C@@H]([C@H]1O)O)CO,TOX3088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
O1C([C@H](O)[C@H]([C@@H](O)[C@H]1CO)O)O,TOX3088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
[C@H]1([C@@H](O)[C@H]([C@H](OC1O)CO)O)O,TOX3088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
CCCCc1ccc(C(=O)O)nc1,TOX3085,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
C(Cc1ccc(nc1)C(=O)O)CC,TOX3085,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
C(C)CCc1ccc(C(=O)O)nc1,TOX3085,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
n1c(ccc(c1)CCCC)C(O)=O,TOX3085,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
CCCC(C)CC,TOX8974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CC)(C)CCC,TOX8974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCC(C)CC,TOX8974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCC(CC)C,TOX8974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=C(C)C(=O)OCCN(C)C,TOX7504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(OCCN(C)C)C(C)=C,TOX7504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O(CCN(C)C)C(=O)C(C)=C,TOX7504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=C(C)C(=O)OCCN(C)C,TOX7504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1(C)CC(N)CC(C)(CN)C1,TOX7503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1C(N)CC(CN)(C)CC1(C)C,TOX7503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1C(C)(C)CC(CC1N)(CN)C,TOX7503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1C(C)(CC(CN)(CC1N)C)C,TOX7503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCOCCO,TOX7500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCCOCCC,TOX7500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O(CCC)CCO,TOX7500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCOCCO,TOX7500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COC(=O)CCS,TOX7509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COC(CCS)=O,TOX7509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O(C)C(=O)CCS,TOX7509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCCC(=O)OC,TOX7509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,TOX14855,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
c1c(Oc2ccc(cn2)C(F)(F)F)ccc(c1)O[C@H](C)C(OCCCC)=O,TOX14855,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
c1(Oc2ncc(C(F)(F)F)cc2)ccc(cc1)O[C@H](C)C(OCCCC)=O,TOX14855,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
c1(C(F)(F)F)ccc(nc1)Oc1ccc(cc1)O[C@H](C)C(=O)OCCCC,TOX14855,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
CC(C)NCC(O)COc1ccccc1-n1cccc1,TOX25671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
N(CC(COc1ccccc1-n1cccc1)O)C(C)C,TOX25671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
c1(ccccc1OCC(CNC(C)C)O)-n1cccc1,TOX25671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
CC(C)NCC(COc1c(cccc1)-n1cccc1)O,TOX25671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,TOX26019,0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,,1.0
c1(S)c2c(ncn1)n([C@@H]1O[C@@H]([C@@H](O)[C@H]1O)CO)cn2,TOX26019,0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,,1.0
c1(S)c2ncn(c2ncn1)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CO,TOX26019,0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,,1.0
Sc1ncnc2n([C@@H]3O[C@@H]([C@H]([C@H]3O)O)CO)cnc21,TOX26019,0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,,1.0
CC1(C)CO[C@@H](CC(=O)O)CN1,TOX25670,,,,,,,,0.0,,0.0,,
OC(=O)C[C@@H]1OCC(NC1)(C)C,TOX25670,,,,,,,,0.0,,0.0,,
O=C(C[C@@H]1OCC(C)(NC1)C)O,TOX25670,,,,,,,,0.0,,0.0,,
C1(C)(C)CO[C@@H](CC(O)=O)CN1,TOX25670,,,,,,,,0.0,,0.0,,
N=C(N)NN.N=C(N)NN,TOX26016,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)NN.NNC(N)=N,TOX26016,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(N)(=N)NN.N(C(=N)N)N,TOX26016,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(=N)(NN)N.C(NN)(=N)N,TOX26016,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCC1(C)CCC(=O)O1,TOX21299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C(C1(C)CCC(=O)O1)CCCCC,TOX21299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C(CCCC)CC1(OC(CC1)=O)C,TOX21299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C1(=O)OC(CCCCCC)(C)CC1,TOX21299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
OC[C@H]1OC(S[Au])[C@H](O)[C@@H](O)[C@@H]1O,TOX26013,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,
[C@H]1([C@H]([C@@H]([C@H](C(O1)S[Au])O)O)O)CO,TOX26013,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,
C([C@@H]1[C@H]([C@@H]([C@H](C(S[Au])O1)O)O)O)O,TOX26013,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,
O[C@@H]1[C@@H](CO)OC(S[Au])[C@@H]([C@H]1O)O,TOX26013,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,
CCCCCC/C=C/C(=O)OC,TOX27637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O(C(=O)/C=C/CCCCCC)C,TOX27637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(C)CCCC/C=C/C(=O)OC,TOX27637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
